,entry1,entry2,arrow,hsa
0,73,75,compound,hsa00010
1,73,74,compound,hsa00010
2,73,76,compound,hsa00010
3,70,73,compound,hsa00010
4,69,73,compound,hsa00010
5,68,70,compound,hsa00010
6,68,69,compound,hsa00010
7,66,76,compound,hsa00010
8,71,76,compound,hsa00010
9,67,76,compound,hsa00010
10,66,75,compound,hsa00010
11,66,74,compound,hsa00010
12,66,67,compound,hsa00010
13,71,75,compound,hsa00010
14,67,75,compound,hsa00010
15,71,74,compound,hsa00010
16,67,74,compound,hsa00010
17,67,71,compound,hsa00010
18,64,66,compound,hsa00010
19,63,66,compound,hsa00010
20,18,64,compound,hsa00010
21,18,63,compound,hsa00010
22,62,18,compound,hsa00010
23,61,80,compound,hsa00010
24,60,80,compound,hsa00010
25,59,60,compound,hsa00010
26,53,54,compound,hsa00010
27,53,79,compound,hsa00010
28,54,79,compound,hsa00010
29,42,50,compound,hsa00010
30,44,50,compound,hsa00010
31,42,49,compound,hsa00010
32,44,49,compound,hsa00010
33,57,59,compound,hsa00010
34,64,68,compound,hsa00010
35,63,68,compound,hsa00010
36,55,57,compound,hsa00010
37,52,57,compound,hsa00010
38,52,55,compound,hsa00010
39,70,71,compound,hsa00010
40,69,71,compound,hsa00010
41,67,47,compound,hsa00010
42,67,46,compound,hsa00010
43,66,46,compound,hsa00010
44,76,46,compound,hsa00010
45,75,46,compound,hsa00010
46,74,46,compound,hsa00010
47,71,46,compound,hsa00010
48,54,58,compound,hsa00010
49,80,138,compound,hsa00010
50,61,138,compound,hsa00010
51,137,80,compound,hsa00010
52,137,60,compound,hsa00010
53,117,59,compound,hsa00010
54,117,57,compound,hsa00010
55,55,126,compound,hsa00010
56,58,117,compound,hsa00010
57,60,46,compound,hsa00010
58,59,46,compound,hsa00010
59,52,46,compound,hsa00010
60,55,46,compound,hsa00010
61,57,46,compound,hsa00010
62,62,61,compound,hsa00010
63,18,62,compound,hsa00010
64,18,61,compound,hsa00010
65,18,46,compound,hsa00010
66,46,61,compound,hsa00010
67,46,62,compound,hsa00010
68,138,137,compound,hsa00010
69,140,42,compound,hsa00010
70,140,44,compound,hsa00010
71,140,54,compound,hsa00010
72,140,58,compound,hsa00010
73,144,68,compound,hsa00010
74,144,71,compound,hsa00010
75,73,143,compound,hsa00010
76,73,144,compound,hsa00010
77,143,71,compound,hsa00010
78,143,66,compound,hsa00010
79,143,46,compound,hsa00010
80,143,67,compound,hsa00010
81,138,150,compound,hsa00010
82,137,150,compound,hsa00010
83,60,150,compound,hsa00010
84,150,59,compound,hsa00010
85,150,46,compound,hsa00010
86,80,151,compound,hsa00010
87,137,151,compound,hsa00010
88,60,151,compound,hsa00010
89,84,48,compound,hsa00020
90,84,50,compound,hsa00020
91,48,50,compound,hsa00020
92,51,52,compound,hsa00020
93,51,94,compound,hsa00020
94,51,53,compound,hsa00020
95,51,91,compound,hsa00020
96,51,46,compound,hsa00020
97,51,42,compound,hsa00020
98,52,94,compound,hsa00020
99,52,53,compound,hsa00020
100,52,91,compound,hsa00020
101,52,46,compound,hsa00020
102,52,42,compound,hsa00020
103,94,53,compound,hsa00020
104,94,91,compound,hsa00020
105,94,46,compound,hsa00020
106,94,42,compound,hsa00020
107,53,91,compound,hsa00020
108,53,46,compound,hsa00020
109,53,42,compound,hsa00020
110,91,46,compound,hsa00020
111,91,42,compound,hsa00020
112,49,59,compound,hsa00020
113,49,47,compound,hsa00020
114,49,42,compound,hsa00020
115,49,46,compound,hsa00020
116,49,48,compound,hsa00020
117,49,97,compound,hsa00020
118,59,47,compound,hsa00020
119,59,42,compound,hsa00020
120,59,46,compound,hsa00020
121,59,48,compound,hsa00020
122,59,97,compound,hsa00020
123,47,42,compound,hsa00020
124,47,46,compound,hsa00020
125,47,48,compound,hsa00020
126,47,97,compound,hsa00020
127,42,48,compound,hsa00020
128,42,97,compound,hsa00020
129,46,48,compound,hsa00020
130,46,97,compound,hsa00020
131,48,97,compound,hsa00020
132,47,43,compound,hsa00020
133,43,57,compound,hsa00020
134,43,111,compound,hsa00020
135,43,107,compound,hsa00020
136,57,111,compound,hsa00020
137,57,107,compound,hsa00020
138,111,107,compound,hsa00020
139,107,38,compound,hsa00020
140,107,37,compound,hsa00020
141,38,58,compound,hsa00020
142,38,36,compound,hsa00020
143,37,58,compound,hsa00020
144,37,36,compound,hsa00020
145,58,36,compound,hsa00020
146,36,35,compound,hsa00020
147,36,33,compound,hsa00020
148,33,35,compound,hsa00020
149,34,60,compound,hsa00020
150,34,55,compound,hsa00020
151,34,54,compound,hsa00020
152,34,40,compound,hsa00020
153,34,39,compound,hsa00020
154,60,55,compound,hsa00020
155,60,54,compound,hsa00020
156,60,40,compound,hsa00020
157,60,39,compound,hsa00020
158,55,54,compound,hsa00020
159,55,40,compound,hsa00020
160,55,39,compound,hsa00020
161,54,40,compound,hsa00020
162,54,39,compound,hsa00020
163,40,39,compound,hsa00020
164,44,41,compound,hsa00020
165,44,40,compound,hsa00020
166,41,40,compound,hsa00020
167,46,45,compound,hsa00020
168,42,45,compound,hsa00020
169,89,86,compound,hsa00020
170,86,84,compound,hsa00020
171,91,86,compound,hsa00020
172,89,91,compound,hsa00020
173,97,50,compound,hsa00020
174,34,113,compound,hsa00020
175,60,113,compound,hsa00020
176,55,113,compound,hsa00020
177,54,113,compound,hsa00020
178,113,40,compound,hsa00020
179,113,39,compound,hsa00020
180,122,107,compound,hsa00020
181,122,38,compound,hsa00020
182,122,37,compound,hsa00020
183,67,69,compound,hsa00030
184,61,62,compound,hsa00030
185,62,67,compound,hsa00030
186,61,67,compound,hsa00030
187,62,63,compound,hsa00030
188,42,63,compound,hsa00030
189,53,61,compound,hsa00030
190,52,61,compound,hsa00030
191,52,53,compound,hsa00030
192,51,52,compound,hsa00030
193,50,52,compound,hsa00030
194,49,52,compound,hsa00030
195,52,83,compound,hsa00030
196,48,52,compound,hsa00030
197,50,51,compound,hsa00030
198,49,51,compound,hsa00030
199,51,83,compound,hsa00030
200,48,51,compound,hsa00030
201,49,50,compound,hsa00030
202,50,83,compound,hsa00030
203,48,50,compound,hsa00030
204,48,49,compound,hsa00030
205,48,83,compound,hsa00030
206,51,82,compound,hsa00030
207,54,82,compound,hsa00030
208,54,58,compound,hsa00030
209,56,58,compound,hsa00030
210,57,58,compound,hsa00030
211,54,56,compound,hsa00030
212,54,57,compound,hsa00030
213,55,56,compound,hsa00030
214,55,57,compound,hsa00030
215,54,55,compound,hsa00030
216,47,55,compound,hsa00030
217,47,54,compound,hsa00030
218,45,47,compound,hsa00030
219,46,47,compound,hsa00030
220,45,46,compound,hsa00030
221,42,74,compound,hsa00030
222,58,74,compound,hsa00030
223,48,76,compound,hsa00030
224,48,79,compound,hsa00030
225,48,78,compound,hsa00030
226,76,79,compound,hsa00030
227,76,78,compound,hsa00030
228,78,79,compound,hsa00030
229,55,74,compound,hsa00030
230,54,74,compound,hsa00030
231,47,74,compound,hsa00030
232,98,44,compound,hsa00030
233,57,82,compound,hsa00030
234,56,82,compound,hsa00030
235,54,82,compound,hsa00030
236,58,82,compound,hsa00030
237,54,53,compound,hsa00030
238,53,51,compound,hsa00030
239,55,51,compound,hsa00030
240,55,82,compound,hsa00030
241,47,51,compound,hsa00030
242,47,82,compound,hsa00030
243,74,51,compound,hsa00030
244,74,82,compound,hsa00030
245,51,82,compound,hsa00030
246,82,54,compound,hsa00030
247,62,110,compound,hsa00030
248,110,67,compound,hsa00030
249,110,61,compound,hsa00030
250,42,110,compound,hsa00030
251,63,110,compound,hsa00030
252,61,75,compound,hsa00030
253,53,75,compound,hsa00030
254,52,75,compound,hsa00030
255,63,74,compound,hsa00030
256,62,175,compound,hsa00030
257,175,67,compound,hsa00030
258,175,110,compound,hsa00030
259,52,175,compound,hsa00030
260,53,175,compound,hsa00030
261,175,75,compound,hsa00030
262,42,176,compound,hsa00030
263,176,110,compound,hsa00030
264,176,74,compound,hsa00030
265,176,62,compound,hsa00030
266,42,74,compound,hsa00030
267,110,74,compound,hsa00030
268,180,82,compound,hsa00030
269,180,54,compound,hsa00030
270,180,52,compound,hsa00030
271,180,50,compound,hsa00030
272,180,49,compound,hsa00030
273,180,83,compound,hsa00030
274,180,48,compound,hsa00030
275,180,51,compound,hsa00030
276,71,101,compound,hsa00040
277,101,102,compound,hsa00040
278,100,102,compound,hsa00040
279,78,84,compound,hsa00040
280,95,96,compound,hsa00040
281,71,113,compound,hsa00040
282,71,114,compound,hsa00040
283,113,114,compound,hsa00040
284,102,117,compound,hsa00040
285,100,117,compound,hsa00040
286,100,112,compound,hsa00040
287,93,114,compound,hsa00040
288,96,119,compound,hsa00040
289,78,116,compound,hsa00040
290,99,114,compound,hsa00040
291,118,114,compound,hsa00040
292,118,71,compound,hsa00040
293,118,113,compound,hsa00040
294,118,114,compound,hsa00040
295,118,93,compound,hsa00040
296,193,96,compound,hsa00040
297,193,119,compound,hsa00040
298,71,216,compound,hsa00040
299,113,216,compound,hsa00040
300,216,118,compound,hsa00040
301,216,114,compound,hsa00040
302,96,215,compound,hsa00040
303,215,95,compound,hsa00040
304,216,99,compound,hsa00040
305,216,114,compound,hsa00040
306,63,64,compound,hsa00051
307,64,66,compound,hsa00051
308,64,79,compound,hsa00051
309,66,79,compound,hsa00051
310,81,94,compound,hsa00051
311,81,111,compound,hsa00051
312,81,84,compound,hsa00051
313,79,81,compound,hsa00051
314,84,94,compound,hsa00051
315,79,94,compound,hsa00051
316,84,111,compound,hsa00051
317,79,111,compound,hsa00051
318,79,84,compound,hsa00051
319,102,111,compound,hsa00051
320,94,102,compound,hsa00051
321,84,85,compound,hsa00051
322,76,84,compound,hsa00051
323,76,85,compound,hsa00051
324,85,90,compound,hsa00051
325,89,90,compound,hsa00051
326,88,89,compound,hsa00051
327,87,88,compound,hsa00051
328,87,123,compound,hsa00051
329,99,100,compound,hsa00051
330,100,101,compound,hsa00051
331,101,102,compound,hsa00051
332,99,102,compound,hsa00051
333,99,101,compound,hsa00051
334,66,100,compound,hsa00051
335,89,186,compound,hsa00051
336,186,90,compound,hsa00051
337,113,66,compound,hsa00051
338,113,64,compound,hsa00051
339,113,79,compound,hsa00051
340,113,76,compound,hsa00051
341,113,123,compound,hsa00051
342,81,103,compound,hsa00051
343,79,103,compound,hsa00051
344,84,103,compound,hsa00051
345,111,103,compound,hsa00051
346,94,103,compound,hsa00051
347,61,63,compound,hsa00051
348,218,102,compound,hsa00051
349,218,99,compound,hsa00051
350,218,101,compound,hsa00051
351,186,239,compound,hsa00051
352,239,90,compound,hsa00051
353,239,89,compound,hsa00051
354,74,77,compound,hsa00052
355,75,77,compound,hsa00052
356,76,77,compound,hsa00052
357,77,101,compound,hsa00052
358,75,78,compound,hsa00052
359,76,78,compound,hsa00052
360,78,101,compound,hsa00052
361,79,82,compound,hsa00052
362,81,82,compound,hsa00052
363,82,84,compound,hsa00052
364,82,84,compound,hsa00052
365,81,84,compound,hsa00052
366,81,84,compound,hsa00052
367,57,67,compound,hsa00052
368,80,84,compound,hsa00052
369,80,81,compound,hsa00052
370,74,78,compound,hsa00052
371,73,78,compound,hsa00052
372,72,78,compound,hsa00052
373,71,78,compound,hsa00052
374,70,78,compound,hsa00052
375,73,77,compound,hsa00052
376,72,77,compound,hsa00052
377,71,77,compound,hsa00052
378,70,77,compound,hsa00052
379,70,74,compound,hsa00052
380,70,73,compound,hsa00052
381,70,72,compound,hsa00052
382,70,71,compound,hsa00052
383,81,92,compound,hsa00052
384,82,92,compound,hsa00052
385,84,92,compound,hsa00052
386,101,91,compound,hsa00052
387,76,91,compound,hsa00052
388,75,91,compound,hsa00052
389,77,91,compound,hsa00052
390,78,91,compound,hsa00052
391,78,80,compound,hsa00052
392,77,80,compound,hsa00052
393,67,66,compound,hsa00052
394,76,79,compound,hsa00052
395,76,90,compound,hsa00052
396,75,79,compound,hsa00052
397,75,90,compound,hsa00052
398,101,79,compound,hsa00052
399,101,90,compound,hsa00052
400,79,90,compound,hsa00052
401,67,57,compound,hsa00052
402,67,163,compound,hsa00052
403,57,66,compound,hsa00052
404,57,163,compound,hsa00052
405,84,179,compound,hsa00052
406,180,119,compound,hsa00052
407,180,179,compound,hsa00052
408,119,179,compound,hsa00052
409,180,78,compound,hsa00052
410,180,77,compound,hsa00052
411,180,74,compound,hsa00052
412,180,73,compound,hsa00052
413,180,72,compound,hsa00052
414,180,71,compound,hsa00052
415,180,70,compound,hsa00052
416,117,66,compound,hsa00052
417,117,163,compound,hsa00052
418,92,101,compound,hsa00053
419,71,39,compound,hsa00053
420,71,56,compound,hsa00053
421,39,70,compound,hsa00053
422,36,70,compound,hsa00053
423,39,198,compound,hsa00053
424,198,71,compound,hsa00053
425,198,192,compound,hsa00053
426,198,55,compound,hsa00053
427,192,55,compound,hsa00053
428,192,36,compound,hsa00053
429,192,70,compound,hsa00053
430,192,197,compound,hsa00053
431,36,197,compound,hsa00053
432,70,197,compound,hsa00053
433,196,197,compound,hsa00053
434,39,196,compound,hsa00053
435,160,161,compound,hsa00061
436,157,161,compound,hsa00061
437,155,161,compound,hsa00061
438,71,146,compound,hsa00061
439,71,157,compound,hsa00061
440,70,157,compound,hsa00061
441,69,157,compound,hsa00061
442,68,157,compound,hsa00061
443,67,157,compound,hsa00061
444,66,157,compound,hsa00061
445,61,157,compound,hsa00061
446,154,155,compound,hsa00061
447,142,155,compound,hsa00061
448,71,155,compound,hsa00061
449,132,155,compound,hsa00061
450,70,155,compound,hsa00061
451,121,155,compound,hsa00061
452,69,155,compound,hsa00061
453,110,155,compound,hsa00061
454,68,155,compound,hsa00061
455,99,155,compound,hsa00061
456,67,155,compound,hsa00061
457,88,155,compound,hsa00061
458,66,155,compound,hsa00061
459,61,155,compound,hsa00061
460,71,154,compound,hsa00061
461,70,154,compound,hsa00061
462,69,154,compound,hsa00061
463,68,154,compound,hsa00061
464,67,154,compound,hsa00061
465,66,154,compound,hsa00061
466,61,154,compound,hsa00061
467,70,142,compound,hsa00061
468,69,142,compound,hsa00061
469,68,142,compound,hsa00061
470,67,142,compound,hsa00061
471,66,142,compound,hsa00061
472,61,142,compound,hsa00061
473,71,132,compound,hsa00061
474,71,121,compound,hsa00061
475,71,110,compound,hsa00061
476,71,99,compound,hsa00061
477,71,88,compound,hsa00061
478,69,132,compound,hsa00061
479,68,132,compound,hsa00061
480,67,132,compound,hsa00061
481,66,132,compound,hsa00061
482,61,132,compound,hsa00061
483,70,121,compound,hsa00061
484,70,110,compound,hsa00061
485,70,99,compound,hsa00061
486,70,88,compound,hsa00061
487,68,121,compound,hsa00061
488,67,121,compound,hsa00061
489,66,121,compound,hsa00061
490,61,121,compound,hsa00061
491,69,110,compound,hsa00061
492,69,99,compound,hsa00061
493,69,88,compound,hsa00061
494,67,110,compound,hsa00061
495,66,110,compound,hsa00061
496,61,110,compound,hsa00061
497,68,99,compound,hsa00061
498,68,88,compound,hsa00061
499,66,99,compound,hsa00061
500,61,99,compound,hsa00061
501,67,88,compound,hsa00061
502,61,88,compound,hsa00061
503,71,140,compound,hsa00061
504,70,135,compound,hsa00061
505,70,129,compound,hsa00061
506,69,118,compound,hsa00061
507,50,124,compound,hsa00061
508,69,124,compound,hsa00061
509,50,121,compound,hsa00061
510,50,69,compound,hsa00061
511,49,113,compound,hsa00061
512,68,113,compound,hsa00061
513,49,110,compound,hsa00061
514,49,68,compound,hsa00061
515,68,107,compound,hsa00061
516,47,102,compound,hsa00061
517,67,102,compound,hsa00061
518,47,99,compound,hsa00061
519,47,67,compound,hsa00061
520,67,96,compound,hsa00061
521,66,91,compound,hsa00061
522,46,66,compound,hsa00061
523,66,85,compound,hsa00061
524,61,80,compound,hsa00061
525,61,77,compound,hsa00061
526,161,75,compound,hsa00061
527,160,75,compound,hsa00061
528,161,74,compound,hsa00061
529,161,162,compound,hsa00061
530,157,74,compound,hsa00061
531,157,162,compound,hsa00061
532,155,74,compound,hsa00061
533,155,162,compound,hsa00061
534,74,162,compound,hsa00061
535,160,269,compound,hsa00061
536,269,152,compound,hsa00061
537,157,269,compound,hsa00061
538,155,269,compound,hsa00061
539,269,142,compound,hsa00061
540,269,132,compound,hsa00061
541,269,121,compound,hsa00061
542,269,110,compound,hsa00061
543,269,99,compound,hsa00061
544,269,88,compound,hsa00061
545,294,124,compound,hsa00061
546,294,50,compound,hsa00061
547,294,121,compound,hsa00061
548,294,69,compound,hsa00061
549,309,77,compound,hsa00061
550,77,72,compound,hsa00061
551,309,72,compound,hsa00061
552,305,309,compound,hsa00061
553,305,302,compound,hsa00061
554,305,303,compound,hsa00061
555,302,303,compound,hsa00061
556,302,309,compound,hsa00061
557,303,309,compound,hsa00061
558,303,77,compound,hsa00061
559,303,80,compound,hsa00061
560,302,77,compound,hsa00061
561,302,303,compound,hsa00061
562,302,80,compound,hsa00061
563,303,61,compound,hsa00061
564,302,61,compound,hsa00061
565,317,161,compound,hsa00061
566,317,157,compound,hsa00061
567,317,155,compound,hsa00061
568,317,74,compound,hsa00061
569,317,162,compound,hsa00061
570,433,269,compound,hsa00061
571,433,154,compound,hsa00061
572,433,149,compound,hsa00061
573,433,344,compound,hsa00061
574,344,152,compound,hsa00061
575,149,318,compound,hsa00061
576,344,146,compound,hsa00061
577,344,318,compound,hsa00061
578,318,142,compound,hsa00061
579,318,71,compound,hsa00061
580,434,142,compound,hsa00061
581,434,71,compound,hsa00061
582,140,345,compound,hsa00061
583,434,137,compound,hsa00061
584,434,345,compound,hsa00061
585,137,324,compound,hsa00061
586,345,135,compound,hsa00061
587,345,324,compound,hsa00061
588,132,324,compound,hsa00061
589,70,324,compound,hsa00061
590,132,435,compound,hsa00061
591,70,435,compound,hsa00061
592,129,346,compound,hsa00061
593,435,126,compound,hsa00061
594,435,346,compound,hsa00061
595,126,325,compound,hsa00061
596,346,325,compound,hsa00061
597,346,124,compound,hsa00061
598,50,325,compound,hsa00061
599,294,325,compound,hsa00061
600,325,121,compound,hsa00061
601,325,69,compound,hsa00061
602,121,436,compound,hsa00061
603,69,436,compound,hsa00061
604,118,347,compound,hsa00061
605,436,115,compound,hsa00061
606,436,347,compound,hsa00061
607,347,113,compound,hsa00061
608,347,326,compound,hsa00061
609,115,326,compound,hsa00061
610,326,49,compound,hsa00061
611,326,110,compound,hsa00061
612,326,68,compound,hsa00061
613,110,437,compound,hsa00061
614,68,437,compound,hsa00061
615,107,348,compound,hsa00061
616,437,104,compound,hsa00061
617,437,348,compound,hsa00061
618,348,102,compound,hsa00061
619,348,327,compound,hsa00061
620,104,327,compound,hsa00061
621,327,47,compound,hsa00061
622,327,99,compound,hsa00061
623,327,67,compound,hsa00061
624,99,438,compound,hsa00061
625,67,438,compound,hsa00061
626,96,349,compound,hsa00061
627,438,93,compound,hsa00061
628,438,349,compound,hsa00061
629,93,328,compound,hsa00061
630,349,91,compound,hsa00061
631,349,328,compound,hsa00061
632,328,46,compound,hsa00061
633,328,88,compound,hsa00061
634,328,66,compound,hsa00061
635,88,439,compound,hsa00061
636,66,439,compound,hsa00061
637,85,350,compound,hsa00061
638,439,82,compound,hsa00061
639,439,350,compound,hsa00061
640,82,329,compound,hsa00061
641,350,80,compound,hsa00061
642,350,329,compound,hsa00061
643,329,77,compound,hsa00061
644,329,61,compound,hsa00061
645,428,405,compound,hsa00061
646,403,405,compound,hsa00061
647,429,418,compound,hsa00061
648,418,399,compound,hsa00061
649,430,380,compound,hsa00061
650,430,421,compound,hsa00061
651,380,421,compound,hsa00061
652,421,422,compound,hsa00061
653,422,360,compound,hsa00061
654,422,361,compound,hsa00061
655,426,360,compound,hsa00061
656,426,361,compound,hsa00061
657,361,378,compound,hsa00061
658,360,378,compound,hsa00061
659,378,377,compound,hsa00061
660,202,46,compound,hsa00071
661,46,47,compound,hsa00071
662,45,47,compound,hsa00071
663,47,49,compound,hsa00071
664,47,86,compound,hsa00071
665,45,86,compound,hsa00071
666,49,86,compound,hsa00071
667,53,55,compound,hsa00071
668,53,59,compound,hsa00071
669,54,59,compound,hsa00071
670,55,56,compound,hsa00071
671,56,59,compound,hsa00071
672,56,57,compound,hsa00071
673,56,61,compound,hsa00071
674,56,58,compound,hsa00071
675,112,211,compound,hsa00071
676,108,211,compound,hsa00071
677,213,103,compound,hsa00071
678,84,213,compound,hsa00071
679,49,53,compound,hsa00071
680,49,54,compound,hsa00071
681,45,53,compound,hsa00071
682,45,54,compound,hsa00071
683,54,55,compound,hsa00071
684,61,62,compound,hsa00071
685,57,62,compound,hsa00071
686,58,62,compound,hsa00071
687,62,63,compound,hsa00071
688,62,66,compound,hsa00071
689,64,66,compound,hsa00071
690,63,64,compound,hsa00071
691,64,65,compound,hsa00071
692,64,68,compound,hsa00071
693,68,69,compound,hsa00071
694,65,69,compound,hsa00071
695,69,70,compound,hsa00071
696,69,74,compound,hsa00071
697,71,74,compound,hsa00071
698,70,71,compound,hsa00071
699,71,72,compound,hsa00071
700,71,73,compound,hsa00071
701,73,79,compound,hsa00071
702,72,79,compound,hsa00071
703,79,80,compound,hsa00071
704,79,88,compound,hsa00071
705,81,88,compound,hsa00071
706,80,81,compound,hsa00071
707,81,82,compound,hsa00071
708,81,90,compound,hsa00071
709,90,94,compound,hsa00071
710,82,94,compound,hsa00071
711,94,97,compound,hsa00071
712,94,100,compound,hsa00071
713,95,100,compound,hsa00071
714,95,97,compound,hsa00071
715,95,96,compound,hsa00071
716,95,102,compound,hsa00071
717,102,105,compound,hsa00071
718,96,105,compound,hsa00071
719,105,106,compound,hsa00071
720,105,110,compound,hsa00071
721,107,110,compound,hsa00071
722,106,107,compound,hsa00071
723,107,108,compound,hsa00071
724,107,112,compound,hsa00071
725,47,115,compound,hsa00071
726,86,115,compound,hsa00071
727,53,115,compound,hsa00071
728,54,115,compound,hsa00071
729,56,116,compound,hsa00071
730,64,117,compound,hsa00071
731,62,116,compound,hsa00071
732,69,117,compound,hsa00071
733,71,118,compound,hsa00071
734,79,118,compound,hsa00071
735,81,119,compound,hsa00071
736,94,119,compound,hsa00071
737,105,120,compound,hsa00071
738,95,120,compound,hsa00071
739,107,121,compound,hsa00071
740,211,121,compound,hsa00071
741,109,91,compound,hsa00071
742,109,92,compound,hsa00071
743,109,93,compound,hsa00071
744,91,92,compound,hsa00071
745,91,93,compound,hsa00071
746,92,93,compound,hsa00071
747,83,202,compound,hsa00071
748,83,53,compound,hsa00071
749,83,54,compound,hsa00071
750,83,62,compound,hsa00071
751,83,69,compound,hsa00071
752,83,79,compound,hsa00071
753,83,94,compound,hsa00071
754,83,105,compound,hsa00071
755,202,54,compound,hsa00071
756,202,62,compound,hsa00071
757,202,69,compound,hsa00071
758,202,79,compound,hsa00071
759,202,94,compound,hsa00071
760,202,105,compound,hsa00071
761,53,62,compound,hsa00071
762,53,69,compound,hsa00071
763,53,79,compound,hsa00071
764,53,94,compound,hsa00071
765,53,105,compound,hsa00071
766,203,107,compound,hsa00071
767,203,211,compound,hsa00071
768,95,204,compound,hsa00071
769,204,105,compound,hsa00071
770,211,208,compound,hsa00071
771,208,109,compound,hsa00071
772,206,215,compound,hsa00071
773,206,83,compound,hsa00071
774,206,202,compound,hsa00071
775,206,53,compound,hsa00071
776,206,54,compound,hsa00071
777,206,62,compound,hsa00071
778,206,69,compound,hsa00071
779,206,79,compound,hsa00071
780,206,94,compound,hsa00071
781,206,105,compound,hsa00071
782,215,83,compound,hsa00071
783,215,202,compound,hsa00071
784,215,53,compound,hsa00071
785,215,54,compound,hsa00071
786,215,62,compound,hsa00071
787,215,69,compound,hsa00071
788,215,79,compound,hsa00071
789,215,94,compound,hsa00071
790,215,105,compound,hsa00071
791,217,46,compound,hsa00071
792,217,83,compound,hsa00071
793,217,215,compound,hsa00071
794,217,206,compound,hsa00071
795,225,62,compound,hsa00071
796,56,225,compound,hsa00071
797,53,226,compound,hsa00071
798,54,226,compound,hsa00071
799,226,47,compound,hsa00071
800,226,86,compound,hsa00071
801,68,70,compound,hsa00100
802,70,91,compound,hsa00100
803,44,72,compound,hsa00100
804,67,72,compound,hsa00100
805,57,58,compound,hsa00100
806,56,57,compound,hsa00100
807,89,97,compound,hsa00100
808,89,99,compound,hsa00100
809,97,99,compound,hsa00100
810,90,99,compound,hsa00100
811,63,90,compound,hsa00100
812,90,98,compound,hsa00100
813,63,98,compound,hsa00100
814,92,98,compound,hsa00100
815,92,100,compound,hsa00100
816,45,62,compound,hsa00100
817,45,61,compound,hsa00100
818,48,62,compound,hsa00100
819,47,48,compound,hsa00100
820,48,61,compound,hsa00100
821,47,61,compound,hsa00100
822,46,47,compound,hsa00100
823,47,60,compound,hsa00100
824,46,60,compound,hsa00100
825,139,137,compound,hsa00100
826,56,53,compound,hsa00100
827,46,59,compound,hsa00100
828,46,131,compound,hsa00100
829,46,133,compound,hsa00100
830,131,59,compound,hsa00100
831,133,59,compound,hsa00100
832,93,94,compound,hsa00100
833,93,133,compound,hsa00100
834,93,131,compound,hsa00100
835,93,46,compound,hsa00100
836,93,59,compound,hsa00100
837,94,133,compound,hsa00100
838,94,131,compound,hsa00100
839,94,46,compound,hsa00100
840,94,59,compound,hsa00100
841,139,146,compound,hsa00100
842,137,149,compound,hsa00100
843,139,149,compound,hsa00100
844,131,151,compound,hsa00100
845,133,151,compound,hsa00100
846,59,151,compound,hsa00100
847,46,151,compound,hsa00100
848,94,151,compound,hsa00100
849,151,93,compound,hsa00100
850,155,157,compound,hsa00100
851,158,160,compound,hsa00100
852,160,89,compound,hsa00100
853,97,170,compound,hsa00100
854,89,170,compound,hsa00100
855,90,170,compound,hsa00100
856,100,195,compound,hsa00100
857,195,196,compound,hsa00100
858,196,197,compound,hsa00100
859,197,62,compound,hsa00100
860,197,45,compound,hsa00100
861,96,112,compound,hsa00130
862,112,63,compound,hsa00130
863,147,148,compound,hsa00130
864,72,141,compound,hsa00130
865,150,71,compound,hsa00130
866,148,72,compound,hsa00130
867,178,184,compound,hsa00130
868,177,184,compound,hsa00130
869,178,177,compound,hsa00130
870,181,186,compound,hsa00130
871,181,176,compound,hsa00130
872,176,186,compound,hsa00130
873,71,241,compound,hsa00130
874,241,73,compound,hsa00130
875,75,188,compound,hsa00140
876,75,189,compound,hsa00140
877,75,192,compound,hsa00140
878,75,190,compound,hsa00140
879,188,192,compound,hsa00140
880,188,190,compound,hsa00140
881,189,192,compound,hsa00140
882,189,190,compound,hsa00140
883,192,197,compound,hsa00140
884,193,197,compound,hsa00140
885,197,194,compound,hsa00140
886,198,201,compound,hsa00140
887,198,205,compound,hsa00140
888,198,202,compound,hsa00140
889,198,203,compound,hsa00140
890,198,225,compound,hsa00140
891,198,195,compound,hsa00140
892,201,205,compound,hsa00140
893,201,202,compound,hsa00140
894,201,203,compound,hsa00140
895,201,225,compound,hsa00140
896,201,195,compound,hsa00140
897,205,202,compound,hsa00140
898,205,203,compound,hsa00140
899,205,225,compound,hsa00140
900,205,195,compound,hsa00140
901,202,225,compound,hsa00140
902,202,195,compound,hsa00140
903,203,225,compound,hsa00140
904,203,195,compound,hsa00140
905,225,195,compound,hsa00140
906,200,198,compound,hsa00140
907,226,227,compound,hsa00140
908,228,229,compound,hsa00140
909,229,230,compound,hsa00140
910,231,228,compound,hsa00140
911,231,241,compound,hsa00140
912,231,236,compound,hsa00140
913,231,235,compound,hsa00140
914,228,241,compound,hsa00140
915,228,236,compound,hsa00140
916,228,235,compound,hsa00140
917,241,236,compound,hsa00140
918,241,235,compound,hsa00140
919,315,238,compound,hsa00140
920,238,237,compound,hsa00140
921,205,232,compound,hsa00140
922,205,234,compound,hsa00140
923,205,240,compound,hsa00140
924,205,251,compound,hsa00140
925,205,242,compound,hsa00140
926,205,244,compound,hsa00140
927,232,234,compound,hsa00140
928,232,240,compound,hsa00140
929,232,251,compound,hsa00140
930,232,242,compound,hsa00140
931,232,244,compound,hsa00140
