,entry1,entry2,arrow,hsa
2471,191,83,compound,hsa00280
2472,194,117,compound,hsa00280
2473,194,105,compound,hsa00280
2474,194,107,compound,hsa00280
2475,194,92,compound,hsa00280
2476,194,104,compound,hsa00280
2477,194,103,compound,hsa00280
2478,194,102,compound,hsa00280
2479,194,118,compound,hsa00280
2480,76,87,compound,hsa00310
2481,87,88,compound,hsa00310
2482,88,89,compound,hsa00310
2483,89,90,compound,hsa00310
2484,79,93,compound,hsa00310
2485,79,80,compound,hsa00310
2486,80,91,compound,hsa00310
2487,141,146,compound,hsa00310
2488,143,146,compound,hsa00310
2489,139,141,compound,hsa00310
2490,143,145,compound,hsa00310
2491,145,147,compound,hsa00310
2492,139,149,compound,hsa00310
2493,135,151,compound,hsa00310
2494,135,136,compound,hsa00310
2495,142,146,compound,hsa00310
2496,165,166,compound,hsa00310
2497,76,165,compound,hsa00310
2498,76,166,compound,hsa00310
2499,89,78,compound,hsa00310
2500,88,78,compound,hsa00310
2501,91,92,compound,hsa00310
2502,183,180,compound,hsa00310
2503,180,87,compound,hsa00310
2504,180,88,compound,hsa00310
2505,93,90,compound,hsa00310
2506,98,97,compound,hsa00330
2507,98,100,compound,hsa00330
2508,47,153,compound,hsa00330
2509,47,126,compound,hsa00330
2510,153,126,compound,hsa00330
2511,126,127,compound,hsa00330
2512,75,66,compound,hsa00330
2513,75,80,compound,hsa00330
2514,75,81,compound,hsa00330
2515,75,52,compound,hsa00330
2516,66,80,compound,hsa00330
2517,66,81,compound,hsa00330
2518,66,52,compound,hsa00330
2519,80,52,compound,hsa00330
2520,81,52,compound,hsa00330
2521,69,83,compound,hsa00330
2522,69,78,compound,hsa00330
2523,83,78,compound,hsa00330
2524,67,69,compound,hsa00330
2525,69,68,compound,hsa00330
2526,69,67,compound,hsa00330
2527,68,67,compound,hsa00330
2528,62,66,compound,hsa00330
2529,70,72,compound,hsa00330
2530,72,73,compound,hsa00330
2531,62,67,compound,hsa00330
2532,62,70,compound,hsa00330
2533,62,127,compound,hsa00330
2534,62,110,compound,hsa00330
2535,67,70,compound,hsa00330
2536,67,127,compound,hsa00330
2537,67,110,compound,hsa00330
2538,70,127,compound,hsa00330
2539,70,110,compound,hsa00330
2540,127,110,compound,hsa00330
2541,138,52,compound,hsa00330
2542,138,75,compound,hsa00330
2543,138,66,compound,hsa00330
2544,141,78,compound,hsa00330
2545,141,83,compound,hsa00330
2546,141,67,compound,hsa00330
2547,68,109,compound,hsa00330
2548,47,97,compound,hsa00330
2549,97,153,compound,hsa00330
2550,97,126,compound,hsa00330
2551,235,153,compound,hsa00330
2552,235,126,compound,hsa00330
2553,235,47,compound,hsa00330
2554,235,97,compound,hsa00330
2555,177,175,compound,hsa00330
2556,177,181,compound,hsa00330
2557,177,159,compound,hsa00330
2558,175,159,compound,hsa00330
2559,181,159,compound,hsa00330
2560,177,176,compound,hsa00330
2561,172,176,compound,hsa00330
2562,172,175,compound,hsa00330
2563,172,181,compound,hsa00330
2564,176,175,compound,hsa00330
2565,176,181,compound,hsa00330
2566,47,172,compound,hsa00330
2567,47,236,compound,hsa00330
2568,172,236,compound,hsa00330
2569,181,174,compound,hsa00330
2570,181,173,compound,hsa00330
2571,174,204,compound,hsa00330
2572,174,233,compound,hsa00330
2573,173,204,compound,hsa00330
2574,173,233,compound,hsa00330
2575,204,233,compound,hsa00330
2576,204,206,compound,hsa00330
2577,204,205,compound,hsa00330
2578,232,225,compound,hsa00330
2579,206,207,compound,hsa00330
2580,205,207,compound,hsa00330
2581,207,209,compound,hsa00330
2582,208,209,compound,hsa00330
2583,209,212,compound,hsa00330
2584,212,215,compound,hsa00330
2585,212,157,compound,hsa00330
2586,215,157,compound,hsa00330
2587,212,214,compound,hsa00330
2588,236,127,compound,hsa00330
2589,236,110,compound,hsa00330
2590,236,67,compound,hsa00330
2591,236,62,compound,hsa00330
2592,236,70,compound,hsa00330
2593,66,240,compound,hsa00330
2594,80,240,compound,hsa00330
2595,81,240,compound,hsa00330
2596,138,240,compound,hsa00330
2597,75,240,compound,hsa00330
2598,240,52,compound,hsa00330
2599,69,329,compound,hsa00330
2600,141,329,compound,hsa00330
2601,78,329,compound,hsa00330
2602,83,329,compound,hsa00330
2603,204,336,compound,hsa00330
2604,205,336,compound,hsa00330
2605,206,336,compound,hsa00330
2606,47,75,compound,hsa00340
2607,47,49,compound,hsa00340
2608,47,48,compound,hsa00340
2609,47,74,compound,hsa00340
2610,45,49,compound,hsa00340
2611,49,157,compound,hsa00340
2612,45,48,compound,hsa00340
2613,48,157,compound,hsa00340
2614,45,74,compound,hsa00340
2615,157,74,compound,hsa00340
2616,45,157,compound,hsa00340
2617,44,45,compound,hsa00340
2618,43,44,compound,hsa00340
2619,42,43,compound,hsa00340
2620,53,56,compound,hsa00340
2621,56,57,compound,hsa00340
2622,157,56,compound,hsa00340
2623,157,57,compound,hsa00340
2624,54,57,compound,hsa00340
2625,54,55,compound,hsa00340
2626,77,72,compound,hsa00340
2627,42,65,compound,hsa00340
2628,49,74,compound,hsa00340
2629,49,48,compound,hsa00340
2630,80,81,compound,hsa00350
2631,80,103,compound,hsa00350
2632,81,88,compound,hsa00350
2633,88,103,compound,hsa00350
2634,70,75,compound,hsa00350
2635,69,70,compound,hsa00350
2636,159,69,compound,hsa00350
2637,74,75,compound,hsa00350
2638,75,86,compound,hsa00350
2639,73,75,compound,hsa00350
2640,75,85,compound,hsa00350
2641,74,86,compound,hsa00350
2642,73,74,compound,hsa00350
2643,74,85,compound,hsa00350
2644,62,85,compound,hsa00350
2645,233,85,compound,hsa00350
2646,234,85,compound,hsa00350
2647,83,85,compound,hsa00350
2648,85,88,compound,hsa00350
2649,62,73,compound,hsa00350
2650,73,233,compound,hsa00350
2651,73,234,compound,hsa00350
2652,73,83,compound,hsa00350
2653,73,88,compound,hsa00350
2654,62,86,compound,hsa00350
2655,233,86,compound,hsa00350
2656,234,86,compound,hsa00350
2657,83,86,compound,hsa00350
2658,86,88,compound,hsa00350
2659,62,233,compound,hsa00350
2660,62,234,compound,hsa00350
2661,62,83,compound,hsa00350
2662,62,88,compound,hsa00350
2663,83,233,compound,hsa00350
2664,83,233,compound,hsa00350
2665,233,88,compound,hsa00350
2666,234,88,compound,hsa00350
2667,83,88,compound,hsa00350
2668,230,234,compound,hsa00350
2669,230,233,compound,hsa00350
2670,230,83,compound,hsa00350
2671,228,230,compound,hsa00350
2672,226,230,compound,hsa00350
2673,230,242,compound,hsa00350
2674,223,230,compound,hsa00350
2675,226,228,compound,hsa00350
2676,228,242,compound,hsa00350
2677,223,228,compound,hsa00350
2678,223,226,compound,hsa00350
2679,223,242,compound,hsa00350
2680,228,303,compound,hsa00350
2681,227,303,compound,hsa00350
2682,225,227,compound,hsa00350
2683,224,226,compound,hsa00350
2684,224,242,compound,hsa00350
2685,214,223,compound,hsa00350
2686,221,223,compound,hsa00350
2687,213,223,compound,hsa00350
2688,214,221,compound,hsa00350
2689,213,214,compound,hsa00350
2690,213,221,compound,hsa00350
2691,213,217,compound,hsa00350
2692,213,218,compound,hsa00350
2693,217,222,compound,hsa00350
2694,218,222,compound,hsa00350
2695,217,218,compound,hsa00350
2696,216,217,compound,hsa00350
2697,218,219,compound,hsa00350
2698,212,216,compound,hsa00350
2699,212,220,compound,hsa00350
2700,211,212,compound,hsa00350
2701,215,220,compound,hsa00350
2702,211,214,compound,hsa00350
2703,221,222,compound,hsa00350
2704,215,221,compound,hsa00350
2705,215,222,compound,hsa00350
2706,63,160,compound,hsa00350
2707,159,161,compound,hsa00350
2708,85,59,compound,hsa00350
2709,85,108,compound,hsa00350
2710,73,59,compound,hsa00350
2711,73,108,compound,hsa00350
2712,86,59,compound,hsa00350
2713,86,108,compound,hsa00350
2714,62,59,compound,hsa00350
2715,62,108,compound,hsa00350
2716,233,59,compound,hsa00350
2717,233,108,compound,hsa00350
2718,234,59,compound,hsa00350
2719,234,108,compound,hsa00350
2720,83,59,compound,hsa00350
2721,88,59,compound,hsa00350
2722,59,108,compound,hsa00350
2723,83,108,compound,hsa00350
2724,88,108,compound,hsa00350
2725,230,210,compound,hsa00350
2726,228,210,compound,hsa00350
2727,226,210,compound,hsa00350
2728,242,210,compound,hsa00350
2729,223,210,compound,hsa00350
2730,62,165,compound,hsa00350
2731,88,165,compound,hsa00350
2732,73,165,compound,hsa00350
2733,86,165,compound,hsa00350
2734,85,165,compound,hsa00350
2735,233,165,compound,hsa00350
2736,234,165,compound,hsa00350
2737,83,165,compound,hsa00350
2738,59,165,compound,hsa00350
2739,165,108,compound,hsa00350
2740,209,282,compound,hsa00350
2741,234,279,compound,hsa00350
2742,233,279,compound,hsa00350
2743,230,279,compound,hsa00350
2744,159,63,compound,hsa00350
2745,63,161,compound,hsa00350
2746,80,54,compound,hsa00350
2747,81,54,compound,hsa00350
2748,103,54,compound,hsa00350
2749,225,224,compound,hsa00350
2750,88,54,compound,hsa00350
2751,81,54,compound,hsa00350
2752,103,54,compound,hsa00350
2753,80,313,compound,hsa00350
2754,105,116,compound,hsa00360
2755,105,117,compound,hsa00360
2756,105,126,compound,hsa00360
2757,105,109,compound,hsa00360
2758,105,108,compound,hsa00360
2759,119,126,compound,hsa00360
2760,117,119,compound,hsa00360
2761,116,119,compound,hsa00360
2762,110,119,compound,hsa00360
2763,110,126,compound,hsa00360
2764,110,117,compound,hsa00360
2765,110,116,compound,hsa00360
2766,95,109,compound,hsa00360
2767,95,108,compound,hsa00360
2768,94,158,compound,hsa00360
2769,105,94,compound,hsa00360
2770,116,94,compound,hsa00360
2771,117,94,compound,hsa00360
2772,126,94,compound,hsa00360
2773,105,158,compound,hsa00360
2774,116,158,compound,hsa00360
2775,117,158,compound,hsa00360
2776,126,158,compound,hsa00360
2777,188,187,compound,hsa00360
2778,117,187,compound,hsa00360
2779,116,187,compound,hsa00360
2780,105,187,compound,hsa00360
2781,187,94,compound,hsa00360
2782,187,158,compound,hsa00360
2783,187,126,compound,hsa00360
2784,110,198,compound,hsa00360
2785,89,90,compound,hsa00380
2786,90,137,compound,hsa00380
2787,93,137,compound,hsa00380
2788,93,115,compound,hsa00380
2789,92,93,compound,hsa00380
2790,92,115,compound,hsa00380
2791,110,111,compound,hsa00380
2792,110,118,compound,hsa00380
2793,109,110,compound,hsa00380
2794,98,110,compound,hsa00380
2795,109,118,compound,hsa00380
2796,98,118,compound,hsa00380
2797,98,109,compound,hsa00380
2798,109,112,compound,hsa00380
2799,109,117,compound,hsa00380
2800,112,117,compound,hsa00380
2801,107,112,compound,hsa00380
2802,112,19,compound,hsa00380
2803,107,19,compound,hsa00380
2804,106,107,compound,hsa00380
2805,105,106,compound,hsa00380
2806,103,104,compound,hsa00380
2807,102,103,compound,hsa00380
2808,35,102,compound,hsa00380
2809,101,35,compound,hsa00380
2810,113,115,compound,hsa00380
2811,81,115,compound,hsa00380
2812,81,113,compound,hsa00380
2813,131,145,compound,hsa00380
2814,131,152,compound,hsa00380
2815,127,145,compound,hsa00380
2816,127,152,compound,hsa00380
2817,127,155,compound,hsa00380
2818,145,155,compound,hsa00380
2819,152,155,compound,hsa00380
2820,128,139,compound,hsa00380
2821,128,138,compound,hsa00380
2822,88,138,compound,hsa00380
2823,88,139,compound,hsa00380
2824,86,92,compound,hsa00380
2825,92,154,compound,hsa00380
2826,87,92,compound,hsa00380
2827,92,128,compound,hsa00380
2828,86,154,compound,hsa00380
2829,86,87,compound,hsa00380
2830,86,128,compound,hsa00380
2831,87,154,compound,hsa00380
2832,128,154,compound,hsa00380
2833,87,128,compound,hsa00380
2834,84,86,compound,hsa00380
2835,83,84,compound,hsa00380
2836,82,84,compound,hsa00380
2837,82,83,compound,hsa00380
2838,98,108,compound,hsa00380
2839,108,113,compound,hsa00380
2840,98,113,compound,hsa00380
2841,108,111,compound,hsa00380
2842,115,127,compound,hsa00380
2843,81,127,compound,hsa00380
2844,113,127,compound,hsa00380
2845,98,77,compound,hsa00380
2846,108,77,compound,hsa00380
2847,115,77,compound,hsa00380
2848,81,77,compound,hsa00380
2849,127,77,compound,hsa00380
2850,101,136,compound,hsa00380
2851,115,134,compound,hsa00380
2852,81,134,compound,hsa00380
2853,113,134,compound,hsa00380
2854,127,134,compound,hsa00380
2855,77,134,compound,hsa00380
2856,153,111,compound,hsa00380
2857,153,110,compound,hsa00380
2858,81,145,compound,hsa00380
2859,81,152,compound,hsa00380
2860,282,81,compound,hsa00380
2861,282,115,compound,hsa00380
2862,282,134,compound,hsa00380
2863,282,113,compound,hsa00380
2864,282,77,compound,hsa00380
2865,282,145,compound,hsa00380
2866,282,152,compound,hsa00380
2867,282,155,compound,hsa00380
2868,63,72,compound,hsa00400
2869,62,72,compound,hsa00400
2870,72,83,compound,hsa00400
2871,72,84,compound,hsa00400
2872,72,74,compound,hsa00400
2873,72,73,compound,hsa00400
2874,48,49,compound,hsa00400
2875,36,82,compound,hsa00400
2876,36,50,compound,hsa00400
2877,35,36,compound,hsa00400
2878,50,82,compound,hsa00400
2879,35,82,compound,hsa00400
2880,35,50,compound,hsa00400
2881,37,44,compound,hsa00400
2882,63,33,compound,hsa00400
2883,63,45,compound,hsa00400
2884,63,41,compound,hsa00400
2885,62,33,compound,hsa00400
2886,62,45,compound,hsa00400
2887,62,41,compound,hsa00400
2888,83,33,compound,hsa00400
2889,83,45,compound,hsa00400
2890,83,41,compound,hsa00400
2891,72,33,compound,hsa00400
2892,72,45,compound,hsa00400
2893,72,41,compound,hsa00400
2894,33,45,compound,hsa00400
2895,33,41,compound,hsa00400
2896,41,45,compound,hsa00400
2897,72,88,compound,hsa00400
2898,72,46,compound,hsa00400
2899,72,34,compound,hsa00400
2900,84,88,compound,hsa00400
2901,84,46,compound,hsa00400
2902,84,34,compound,hsa00400
2903,74,88,compound,hsa00400
2904,74,46,compound,hsa00400
2905,74,34,compound,hsa00400
2906,73,88,compound,hsa00400
2907,73,46,compound,hsa00400
2908,73,34,compound,hsa00400
2909,46,88,compound,hsa00400
2910,34,88,compound,hsa00400
2911,34,46,compound,hsa00400
2912,73,82,compound,hsa00400
2913,74,82,compound,hsa00400
2914,84,82,compound,hsa00400
2915,72,82,compound,hsa00400
2916,34,82,compound,hsa00400
2917,88,82,compound,hsa00400
2918,46,82,compound,hsa00400
2919,165,45,compound,hsa00400
2920,165,41,compound,hsa00400
2921,165,33,compound,hsa00400
2922,165,63,compound,hsa00400
2923,165,83,compound,hsa00400
2924,165,62,compound,hsa00400
2925,165,72,compound,hsa00400
2926,165,46,compound,hsa00400
2927,165,34,compound,hsa00400
2928,165,88,compound,hsa00400
2929,165,82,compound,hsa00400
2930,165,73,compound,hsa00400
2931,165,74,compound,hsa00400
2932,165,84,compound,hsa00400
2933,177,38,compound,hsa00400
2934,44,178,compound,hsa00400
2935,37,178,compound,hsa00400
2936,35,180,compound,hsa00400
2937,50,180,compound,hsa00400
2938,180,82,compound,hsa00400
2939,73,180,compound,hsa00400
2940,74,180,compound,hsa00400
2941,84,180,compound,hsa00400
2942,72,180,compound,hsa00400
2943,165,180,compound,hsa00400
2944,46,180,compound,hsa00400
2945,34,180,compound,hsa00400
2946,88,180,compound,hsa00400
2947,82,180,compound,hsa00400
2948,67,68,compound,hsa00410
2949,66,67,compound,hsa00410
2950,53,66,compound,hsa00410
2951,53,58,compound,hsa00410
2952,53,57,compound,hsa00410
2953,53,79,compound,hsa00410
2954,53,74,compound,hsa00410
2955,53,65,compound,hsa00410
2956,53,72,compound,hsa00410
2957,53,70,compound,hsa00410
2958,53,56,compound,hsa00410
2959,53,71,compound,hsa00410
2960,58,66,compound,hsa00410
2961,57,66,compound,hsa00410
2962,66,79,compound,hsa00410
2963,66,74,compound,hsa00410
2964,65,66,compound,hsa00410
2965,66,72,compound,hsa00410
2966,66,70,compound,hsa00410
2967,56,66,compound,hsa00410
2968,66,71,compound,hsa00410
2969,58,79,compound,hsa00410
2970,58,74,compound,hsa00410
2971,58,65,compound,hsa00410
2972,58,72,compound,hsa00410
2973,58,70,compound,hsa00410
2974,56,58,compound,hsa00410
2975,58,71,compound,hsa00410
2976,57,79,compound,hsa00410
2977,57,74,compound,hsa00410
2978,57,65,compound,hsa00410
2979,57,72,compound,hsa00410
2980,57,70,compound,hsa00410
2981,56,57,compound,hsa00410
2982,57,71,compound,hsa00410
2983,65,79,compound,hsa00410
2984,72,79,compound,hsa00410
2985,70,79,compound,hsa00410
2986,56,79,compound,hsa00410
2987,71,79,compound,hsa00410
2988,65,74,compound,hsa00410
2989,72,74,compound,hsa00410
2990,70,74,compound,hsa00410
2991,56,74,compound,hsa00410
2992,71,74,compound,hsa00410
2993,65,72,compound,hsa00410
2994,65,70,compound,hsa00410
2995,56,65,compound,hsa00410
2996,65,71,compound,hsa00410
2997,56,72,compound,hsa00410
2998,71,72,compound,hsa00410
2999,64,65,compound,hsa00410
3000,48,49,compound,hsa00410
3001,49,53,compound,hsa00410
3002,43,44,compound,hsa00410
3003,42,43,compound,hsa00410
3004,68,40,compound,hsa00410
3005,48,38,compound,hsa00410
3006,42,37,compound,hsa00410
3007,77,78,compound,hsa00410
3008,58,77,compound,hsa00410
3009,57,77,compound,hsa00410
3010,58,78,compound,hsa00410
3011,57,78,compound,hsa00410
3012,122,64,compound,hsa00410
3013,122,72,compound,hsa00410
3014,122,70,compound,hsa00410
3015,122,56,compound,hsa00410
3016,122,71,compound,hsa00410
3017,122,53,compound,hsa00410
3018,122,66,compound,hsa00410
3019,122,58,compound,hsa00410
3020,122,57,compound,hsa00410
3021,122,79,compound,hsa00410
3022,122,74,compound,hsa00410
3023,74,127,compound,hsa00410
3024,79,127,compound,hsa00410
3025,57,127,compound,hsa00410
3026,58,127,compound,hsa00410
3027,66,127,compound,hsa00410
3028,53,127,compound,hsa00410
3029,71,127,compound,hsa00410
3030,56,127,compound,hsa00410
3031,127,122,compound,hsa00410
3032,127,65,compound,hsa00410
3033,76,129,compound,hsa00410
3034,65,129,compound,hsa00410
3035,122,129,compound,hsa00410
3036,64,129,compound,hsa00410
3037,43,134,compound,hsa00410
3038,134,37,compound,hsa00410
3039,118,83,compound,hsa00440
3040,82,85,compound,hsa00440
3041,16,83,compound,hsa00450
3042,16,59,compound,hsa00450
3043,83,59,compound,hsa00450
3044,59,76,compound,hsa00450
3045,59,90,compound,hsa00450
3046,76,90,compound,hsa00450
3047,12,13,compound,hsa00450
3048,12,61,compound,hsa00450
3049,13,61,compound,hsa00450
3050,51,13,compound,hsa00450
3051,51,49,compound,hsa00450
3052,83,82,compound,hsa00450
3053,45,92,compound,hsa00450
3054,90,92,compound,hsa00450
3055,59,58,compound,hsa00480
3056,59,56,compound,hsa00480
3057,56,57,compound,hsa00480
3058,56,54,compound,hsa00480
3059,56,53,compound,hsa00480
3060,56,32,compound,hsa00480
3061,54,53,compound,hsa00480
3062,54,32,compound,hsa00480
3063,53,32,compound,hsa00480
3064,52,53,compound,hsa00480
3065,52,57,compound,hsa00480
3066,53,57,compound,hsa00480
3067,57,33,compound,hsa00480
3068,57,35,compound,hsa00480
3069,57,53,compound,hsa00480
3070,57,55,compound,hsa00480
3071,33,35,compound,hsa00480
3072,33,53,compound,hsa00480
3073,33,55,compound,hsa00480
3074,35,53,compound,hsa00480
3075,35,55,compound,hsa00480
3076,53,55,compound,hsa00480
3077,55,54,compound,hsa00480
3078,55,58,compound,hsa00480
3079,52,34,compound,hsa00480
3080,52,55,compound,hsa00480
3081,34,55,compound,hsa00480
3082,54,95,compound,hsa00480
3083,54,52,compound,hsa00480
3084,54,61,compound,hsa00480
3085,54,46,compound,hsa00480
3086,54,39,compound,hsa00480
3087,54,47,compound,hsa00480
3088,58,95,compound,hsa00480
3089,58,52,compound,hsa00480
3090,58,61,compound,hsa00480
3091,58,46,compound,hsa00480
3092,58,39,compound,hsa00480
3093,58,47,compound,hsa00480
3094,95,52,compound,hsa00480
3095,95,61,compound,hsa00480
3096,52,61,compound,hsa00480
3097,52,46,compound,hsa00480
3098,52,39,compound,hsa00480
3099,52,47,compound,hsa00480
3100,61,46,compound,hsa00480
3101,61,39,compound,hsa00480
3102,61,47,compound,hsa00480
3103,61,38,compound,hsa00480
3104,38,37,compound,hsa00480
3105,37,60,compound,hsa00480
3106,152,147,compound,hsa00480
3107,146,147,compound,hsa00480
3108,54,177,compound,hsa00480
3109,58,177,compound,hsa00480
3110,177,57,compound,hsa00480
3111,177,35,compound,hsa00480
3112,177,33,compound,hsa00480
3113,177,53,compound,hsa00480
3114,34,177,compound,hsa00480
3115,177,52,compound,hsa00480
3116,38,178,compound,hsa00480
3117,60,178,compound,hsa00480
3118,55,182,compound,hsa00480
3119,177,182,compound,hsa00480
3120,54,182,compound,hsa00480
3121,54,58,compound,hsa00480
3122,182,58,compound,hsa00480
3123,59,182,compound,hsa00480
3124,56,182,compound,hsa00480
3125,57,182,compound,hsa00480
3126,54,182,compound,hsa00480
3127,54,58,compound,hsa00480
3128,182,58,compound,hsa00480
3129,182,95,compound,hsa00480
3130,182,52,compound,hsa00480
3131,182,61,compound,hsa00480
3132,182,46,compound,hsa00480
3133,182,39,compound,hsa00480
3134,182,47,compound,hsa00480
3135,54,183,compound,hsa00480
3136,52,183,compound,hsa00480
3137,182,183,compound,hsa00480
3138,58,183,compound,hsa00480
3139,61,183,compound,hsa00480
3140,134,149,compound,hsa00500
3141,148,149,compound,hsa00500
3142,135,149,compound,hsa00500
3143,134,147,compound,hsa00500
3144,134,135,compound,hsa00500
3145,135,148,compound,hsa00500
3146,135,147,compound,hsa00500
3147,123,136,compound,hsa00500
3148,115,123,compound,hsa00500
3149,87,122,compound,hsa00500
3150,117,122,compound,hsa00500
3151,117,121,compound,hsa00500
3152,117,120,compound,hsa00500
3153,117,119,compound,hsa00500
3154,121,122,compound,hsa00500
3155,120,122,compound,hsa00500
3156,119,122,compound,hsa00500
3157,113,115,compound,hsa00500
3158,107,115,compound,hsa00500
3159,113,136,compound,hsa00500
3160,113,117,compound,hsa00500
3161,112,113,compound,hsa00500
3162,117,136,compound,hsa00500
3163,112,136,compound,hsa00500
3164,107,136,compound,hsa00500
3165,112,117,compound,hsa00500
3166,107,117,compound,hsa00500
3167,107,112,compound,hsa00500
3168,113,118,compound,hsa00500
3169,136,118,compound,hsa00500
3170,117,118,compound,hsa00500
3171,112,118,compound,hsa00500
3172,107,118,compound,hsa00500
3173,93,87,compound,hsa00500
3174,95,87,compound,hsa00500
3175,134,123,compound,hsa00500
3176,134,136,compound,hsa00500
3177,86,93,compound,hsa00500
3178,86,95,compound,hsa00500
3179,85,93,compound,hsa00500
3180,85,95,compound,hsa00500
3181,96,93,compound,hsa00500
3182,96,95,compound,hsa00500
3183,193,113,compound,hsa00500
3184,193,107,compound,hsa00500
3185,193,115,compound,hsa00500
3186,133,135,compound,hsa00500
3187,148,243,compound,hsa00500
3188,243,147,compound,hsa00500
3189,243,123,compound,hsa00500
3190,243,134,compound,hsa00500
3191,243,136,compound,hsa00500
3192,243,135,compound,hsa00500
3193,74,104,compound,hsa00510
3194,96,104,compound,hsa00510
3195,209,104,compound,hsa00510
3196,102,104,compound,hsa00510
3197,74,96,compound,hsa00510
3198,74,209,compound,hsa00510
3199,74,102,compound,hsa00510
3200,96,209,compound,hsa00510
3201,96,102,compound,hsa00510
3202,209,102,compound,hsa00510
3203,47,209,compound,hsa00510
3204,44,96,compound,hsa00510
3205,99,209,compound,hsa00510
3206,74,210,compound,hsa00510
3207,98,99,compound,hsa00510
3208,189,188,compound,hsa00510
3209,47,94,compound,hsa00510
3210,45,46,compound,hsa00510
3211,44,190,compound,hsa00510
3212,192,210,compound,hsa00510
3213,93,210,compound,hsa00510
3214,92,93,compound,hsa00510
3215,89,196,compound,hsa00510
3216,88,89,compound,hsa00510
3217,87,88,compound,hsa00510
3218,88,91,compound,hsa00510
3219,83,88,compound,hsa00510
3220,87,91,compound,hsa00510
3221,83,87,compound,hsa00510
3222,83,91,compound,hsa00510
3223,83,85,compound,hsa00510
3224,85,86,compound,hsa00510
3225,71,91,compound,hsa00510
3226,71,84,compound,hsa00510
3227,46,47,,hsa00510
3228,45,190,,hsa00510
3229,191,44,,hsa00510
3230,192,191,,hsa00510
3231,102,211,compound,hsa00510
3232,99,211,compound,hsa00510
3233,209,73,compound,hsa00510
3234,47,73,compound,hsa00510
3235,209,75,compound,hsa00510
3236,99,75,compound,hsa00510
3237,90,42,compound,hsa00510
3238,88,72,compound,hsa00510
3239,87,72,compound,hsa00510
3240,91,72,compound,hsa00510
3241,83,72,compound,hsa00510
3242,87,70,compound,hsa00510
3243,86,70,compound,hsa00510
3244,195,90,compound,hsa00510
3245,195,42,compound,hsa00510
3246,205,202,compound,hsa00510
3247,202,104,compound,hsa00510
3248,90,208,,hsa00510
3249,208,196,,hsa00510
3250,172,173,compound,hsa00513
3251,173,174,compound,hsa00513
3252,174,177,compound,hsa00513
3253,160,161,compound,hsa00513
3254,161,162,compound,hsa00513
3255,162,163,compound,hsa00513
3256,163,129,compound,hsa00513
3257,129,130,compound,hsa00513
3258,129,135,compound,hsa00513
3259,130,135,compound,hsa00513
3260,130,132,compound,hsa00513
3261,135,138,compound,hsa00513
3262,232,233,compound,hsa00513
3263,233,234,compound,hsa00513
3264,234,237,compound,hsa00513
3265,15,294,,hsa00513
3266,294,29,,hsa00513
3267,255,279,,hsa00513
3268,279,274,,hsa00513
3269,274,275,,hsa00513
3270,275,276,,hsa00513
3271,276,277,,hsa00513
3272,235,300,,hsa00513
3273,300,232,,hsa00513
3274,187,297,,hsa00513
3275,297,172,,hsa00513
3276,104,303,,hsa00513
3277,303,160,,hsa00513
3278,75,73,compound,hsa00520
3279,89,73,compound,hsa00520
3280,89,7,compound,hsa00520
3281,89,69,compound,hsa00520
3282,73,7,compound,hsa00520
3283,73,69,compound,hsa00520
3284,7,69,compound,hsa00520
3285,7,24,compound,hsa00520
3286,7,39,compound,hsa00520
3287,7,9,compound,hsa00520
3288,24,9,compound,hsa00520
3289,39,9,compound,hsa00520
3290,9,11,compound,hsa00520
3291,11,13,compound,hsa00520
3292,69,13,compound,hsa00520
3293,69,81,compound,hsa00520
3294,69,15,compound,hsa00520
3295,69,53,compound,hsa00520
3296,13,81,compound,hsa00520
3297,13,15,compound,hsa00520
3298,13,53,compound,hsa00520
3299,81,15,compound,hsa00520
3300,81,53,compound,hsa00520
3301,15,53,compound,hsa00520
3302,17,15,compound,hsa00520
3303,17,19,compound,hsa00520
3304,53,19,compound,hsa00520
3305,53,121,compound,hsa00520
3306,19,121,compound,hsa00520
3307,39,94,compound,hsa00520
3308,39,22,compound,hsa00520
3309,39,30,compound,hsa00520
3310,24,94,compound,hsa00520
3311,24,22,compound,hsa00520
3312,24,30,compound,hsa00520
3313,94,22,compound,hsa00520
3314,94,30,compound,hsa00520
3315,66,86,compound,hsa00520
3316,30,86,compound,hsa00520
3317,30,82,compound,hsa00520
3318,30,282,compound,hsa00520
3319,30,201,compound,hsa00520
3320,22,86,compound,hsa00520
3321,22,82,compound,hsa00520
3322,22,282,compound,hsa00520
3323,22,201,compound,hsa00520
3324,86,82,compound,hsa00520
3325,86,282,compound,hsa00520
3326,86,201,compound,hsa00520
3327,82,282,compound,hsa00520
3328,82,201,compound,hsa00520
3329,282,201,compound,hsa00520
3330,198,196,compound,hsa00520
3331,243,206,compound,hsa00520
3332,243,311,compound,hsa00520
3333,282,206,compound,hsa00520
3334,282,311,compound,hsa00520
3335,282,204,compound,hsa00520
3336,206,204,compound,hsa00520
3337,311,204,compound,hsa00520
3338,204,216,compound,hsa00520
3339,204,295,compound,hsa00520
3340,216,295,compound,hsa00520
3341,196,295,compound,hsa00520
3342,196,194,compound,hsa00520
3343,295,194,compound,hsa00520
3344,233,208,compound,hsa00520
3345,192,208,compound,hsa00520
3346,194,192,compound,hsa00520
