,HSA,hsa_link
477,5578,https://www.genome.jp/pathway/hsa04929
478,5578,https://www.genome.jp/pathway/hsa04933
479,5578,https://www.genome.jp/pathway/hsa04935
480,5578,https://www.genome.jp/pathway/hsa04960
481,5578,https://www.genome.jp/pathway/hsa04961
482,5578,https://www.genome.jp/pathway/hsa04970
483,5578,https://www.genome.jp/pathway/hsa04971
484,5578,https://www.genome.jp/pathway/hsa04972
485,5578,https://www.genome.jp/pathway/hsa05017
486,5578,https://www.genome.jp/pathway/hsa05022
487,5578,https://www.genome.jp/pathway/hsa05031
488,5578,https://www.genome.jp/pathway/hsa05032
489,5578,https://www.genome.jp/pathway/hsa05110
490,5578,https://www.genome.jp/pathway/hsa05143
491,5578,https://www.genome.jp/pathway/hsa05146
492,5578,https://www.genome.jp/pathway/hsa05161
493,5578,https://www.genome.jp/pathway/hsa05163
494,5578,https://www.genome.jp/pathway/hsa05164
495,5578,https://www.genome.jp/pathway/hsa05170
496,5578,https://www.genome.jp/pathway/hsa05171
497,5578,https://www.genome.jp/pathway/hsa05200
498,5578,https://www.genome.jp/pathway/hsa05205
499,5578,https://www.genome.jp/pathway/hsa05206
500,5578,https://www.genome.jp/pathway/hsa05207
501,5578,https://www.genome.jp/pathway/hsa05214
502,5578,https://www.genome.jp/pathway/hsa05223
503,5578,https://www.genome.jp/pathway/hsa05225
504,5578,https://www.genome.jp/pathway/hsa05231
505,5578,https://www.genome.jp/pathway/hsa05415
506,5578,https://www.genome.jp/pathway/hsa05417
507,5580,https://www.genome.jp/pathway/hsa04062
508,5580,https://www.genome.jp/pathway/hsa04140
509,5580,https://www.genome.jp/pathway/hsa04270
510,5580,https://www.genome.jp/pathway/hsa04621
511,5580,https://www.genome.jp/pathway/hsa04625
512,5580,https://www.genome.jp/pathway/hsa04666
513,5580,https://www.genome.jp/pathway/hsa04722
514,5580,https://www.genome.jp/pathway/hsa04750
515,5580,https://www.genome.jp/pathway/hsa04912
516,5580,https://www.genome.jp/pathway/hsa04915
517,5580,https://www.genome.jp/pathway/hsa04930
518,5580,https://www.genome.jp/pathway/hsa04931
519,5580,https://www.genome.jp/pathway/hsa04933
520,5580,https://www.genome.jp/pathway/hsa05020
521,5580,https://www.genome.jp/pathway/hsa05131
522,5580,https://www.genome.jp/pathway/hsa05208
523,5580,https://www.genome.jp/pathway/hsa05415
524,5731,https://www.genome.jp/pathway/hsa04020
525,5731,https://www.genome.jp/pathway/hsa04080
526,5731,https://www.genome.jp/pathway/hsa05163
527,5731,https://www.genome.jp/pathway/hsa05200
528,5732,https://www.genome.jp/pathway/hsa04024
529,5732,https://www.genome.jp/pathway/hsa04080
530,5732,https://www.genome.jp/pathway/hsa04750
531,5732,https://www.genome.jp/pathway/hsa04924
532,5732,https://www.genome.jp/pathway/hsa05163
533,5732,https://www.genome.jp/pathway/hsa05200
534,5733,https://www.genome.jp/pathway/hsa04020
535,5733,https://www.genome.jp/pathway/hsa04024
536,5733,https://www.genome.jp/pathway/hsa04080
537,5733,https://www.genome.jp/pathway/hsa04923
538,5733,https://www.genome.jp/pathway/hsa05163
539,5733,https://www.genome.jp/pathway/hsa05200
540,5734,https://www.genome.jp/pathway/hsa04080
541,5734,https://www.genome.jp/pathway/hsa04750
542,5734,https://www.genome.jp/pathway/hsa04924
543,5734,https://www.genome.jp/pathway/hsa05163
544,5734,https://www.genome.jp/pathway/hsa05165
545,5734,https://www.genome.jp/pathway/hsa05200
546,2209,https://www.genome.jp/pathway/hsa04145
547,2209,https://www.genome.jp/pathway/hsa04380
548,2209,https://www.genome.jp/pathway/hsa04613
549,2209,https://www.genome.jp/pathway/hsa04640
550,2209,https://www.genome.jp/pathway/hsa04666
551,2209,https://www.genome.jp/pathway/hsa05140
552,2209,https://www.genome.jp/pathway/hsa05150
553,2209,https://www.genome.jp/pathway/hsa05152
554,2209,https://www.genome.jp/pathway/hsa05202
555,2209,https://www.genome.jp/pathway/hsa05221
556,2209,https://www.genome.jp/pathway/hsa05322
557,3949,https://www.genome.jp/pathway/hsa04144
